judge_model,model_id,model_label,condition,avg_rank,avg_win_rate,total_wins,total_games,task_slug,task_title,mode,score,rank_value,source
anthropic/claude-opus-4-8,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.0,0.0,0.0,21.0,tutoring,Tutoring session planning,automation,0.0,8.0,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
deepseek-ai/DeepSeek-V3.1,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,1.0,0.7916666666666666,19.0,24.0,tutoring,Tutoring session planning,automation,0.7916666666666666,1.0,panel_judge
deepseek-ai/DeepSeek-V3.1,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,2.0,0.7083333333333334,17.0,24.0,tutoring,Tutoring session planning,automation,0.7083333333333334,2.0,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.0,0.5833333333333334,14.0,24.0,tutoring,Tutoring session planning,automation,0.5833333333333334,3.0,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,5.0,0.5416666666666666,13.0,24.0,tutoring,Tutoring session planning,automation,0.5416666666666666,5.0,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,5.0,0.5416666666666666,13.0,24.0,tutoring,Tutoring session planning,automation,0.5416666666666666,5.0,panel_judge
deepseek-ai/DeepSeek-V3.1,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,5.0,0.5416666666666666,13.0,24.0,tutoring,Tutoring session planning,automation,0.5416666666666666,5.0,panel_judge
deepseek-ai/DeepSeek-V3.1,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.0,0.4166666666666667,10.0,24.0,tutoring,Tutoring session planning,automation,0.4166666666666667,7.0,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-4.1,GPT-4.1,automation_GPT-4.1,8.0,0.375,9.0,24.0,tutoring,Tutoring session planning,automation,0.375,8.0,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,9.0,0.0,0.0,24.0,tutoring,Tutoring session planning,automation,0.0,9.0,panel_judge
deepseek-ai/DeepSeek-V3.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
google/gemini-3.1-pro,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,1.0,0.9583333333333334,23.0,24.0,tutoring,Tutoring session planning,automation,0.9583333333333334,1.0,panel_judge
google/gemini-3.1-pro,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.0,0.875,21.0,24.0,tutoring,Tutoring session planning,automation,0.875,2.0,panel_judge
google/gemini-3.1-pro,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.0,0.6666666666666666,16.0,24.0,tutoring,Tutoring session planning,automation,0.6666666666666666,3.0,panel_judge
google/gemini-3.1-pro,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,4.0,0.5833333333333334,14.0,24.0,tutoring,Tutoring session planning,automation,0.5833333333333334,4.0,panel_judge
google/gemini-3.1-pro,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,5.0,0.4583333333333333,11.0,24.0,tutoring,Tutoring session planning,automation,0.4583333333333333,5.0,panel_judge
google/gemini-3.1-pro,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,6.0,0.4166666666666667,10.0,24.0,tutoring,Tutoring session planning,automation,0.4166666666666667,6.0,panel_judge
google/gemini-3.1-pro,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.0,0.2916666666666667,7.0,24.0,tutoring,Tutoring session planning,automation,0.2916666666666667,7.0,panel_judge
google/gemini-3.1-pro,gpt-4.1,GPT-4.1,automation_GPT-4.1,8.0,0.25,6.0,24.0,tutoring,Tutoring session planning,automation,0.25,8.0,panel_judge
google/gemini-3.1-pro,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,9.0,0.0,0.0,24.0,tutoring,Tutoring session planning,automation,0.0,9.0,panel_judge
google/gemini-3.1-pro,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
gpt-4.1,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,1.0,0.6666666666666666,6.0,9.0,tutoring,Tutoring session planning,automation,0.6666666666666666,1.0,panel_judge
gpt-4.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.0,0.5555555555555556,5.0,9.0,tutoring,Tutoring session planning,automation,0.5555555555555556,2.0,panel_judge
gpt-4.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.0,0.4444444444444444,4.0,9.0,tutoring,Tutoring session planning,automation,0.4444444444444444,3.0,panel_judge
gpt-4.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,4.0,0.3333333333333333,3.0,9.0,tutoring,Tutoring session planning,automation,0.3333333333333333,4.0,panel_judge
gpt-4.1,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
gpt-4.1,gpt-4.1,GPT-4.1,automation_GPT-4.1,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
gpt-4.1,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
gpt-4.1,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
gpt-4.1,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
gpt-4.1,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,,,0.0,0.0,tutoring,Tutoring session planning,automation,,,panel_judge
